1.50000E+00	-6.00501E-03	-6.00501E-03	6.04421E-01
1.50000E+00	-6.00501E-03	-4.80401E-03	6.04421E-01
1.50000E+00	-6.00501E-03	-3.60301E-03	6.04421E-01
1.50000E+00	-6.00501E-03	-2.40201E-03	6.04421E-01
1.50000E+00	-6.00501E-03	-1.20100E-03	6.04421E-01
1.50000E+00	-6.00501E-03	1.49545E-20	6.04421E-01
1.50000E+00	-6.00501E-03	1.20100E-03	6.04421E-01
1.50000E+00	-6.00501E-03	2.40201E-03	6.04421E-01
1.50000E+00	-6.00501E-03	3.60301E-03	6.04421E-01
1.50000E+00	-6.00501E-03	4.80401E-03	6.04421E-01
1.50000E+00	-6.00501E-03	6.00501E-03	6.04421E-01
1.50000E+00	6.00501E-03	-6.00501E-03	6.04421E-01
1.50000E+00	6.00501E-03	-4.80401E-03	6.04421E-01
1.50000E+00	6.00501E-03	-3.60301E-03	6.04421E-01
1.50000E+00	6.00501E-03	-2.40201E-03	6.04421E-01
1.50000E+00	6.00501E-03	-1.20100E-03	6.04421E-01
1.50000E+00	6.00501E-03	1.49545E-20	6.04421E-01
1.50000E+00	6.00501E-03	1.20100E-03	6.04421E-01
1.50000E+00	6.00501E-03	2.40201E-03	6.04421E-01
1.50000E+00	6.00501E-03	3.60301E-03	6.04421E-01
1.50000E+00	6.00501E-03	4.80401E-03	6.04421E-01
1.50000E+00	6.00501E-03	6.00501E-03	6.04421E-01
1.00000E+00	-6.00501E-03	-6.00501E-03	8.22012E-01
1.00000E+00	-6.00501E-03	-4.80401E-03	8.22012E-01
1.00000E+00	-6.00501E-03	-3.60301E-03	8.22012E-01
1.00000E+00	-6.00501E-03	-2.40201E-03	8.22012E-01
1.00000E+00	-6.00501E-03	-1.20100E-03	8.22012E-01
1.00000E+00	-6.00501E-03	1.49545E-20	8.22012E-01
1.00000E+00	-6.00501E-03	1.20100E-03	8.22012E-01
1.00000E+00	-6.00501E-03	2.40201E-03	8.22012E-01
1.00000E+00	-6.00501E-03	3.60301E-03	8.22012E-01
1.00000E+00	-6.00501E-03	4.80401E-03	8.22012E-01
1.00000E+00	-6.00501E-03	6.00501E-03	8.22012E-01
